"LONGITUDE","LATITUDE","p_avg","GEO3major","data","BEDROCK","BIOME","CLAY","DENSITY","DEPTH","ELEVATION","MANPP","MAPRECIP","MATEMP","PH","SAND","SLOPE","SOC","SOIL.USDA","SOIL.WRB"
149.8080138,-37.08199446,2,"Asia and the Pacific","train",5,5,83,91,1898,104,19299,866,15,47,615,6,615,7,7
149.8080138,-37.08199446,4,"Asia and the Pacific","train",5,5,83,91,1898,104,19299,866,15,47,615,6,615,7,7
149.8080901,-34.41687358,2,"Asia and the Pacific","train",10,5,180,116,2335,883,7515,852,12,52,521,2,521,19,19
149.8085172,-30.96567045,4,"Asia and the Pacific","train",1,8,211,126,4380,293,3521,655,18,63,333,0,333,30,30
149.8085172,-30.96567045,7,"Asia and the Pacific","train",1,8,211,126,4380,293,3521,655,18,63,333,0,333,30,30
149.8091388,-30.99794179,27,"Asia and the Pacific","train",1,8,440,124,4380,295,2630,659,18,67,174,1,174,30,30
149.8091388,-30.99794179,31,"Asia and the Pacific","train",1,8,440,124,4380,295,2630,659,18,67,174,1,174,30,30
149.8093955,-37.28400197,8,"Asia and the Pacific","train",5,5,116,98,2108,121,19362,928,14,45,740,3,740,7,7
149.8096714,-36.95676886,4,"Asia and the Pacific","train",10,5,80,102,1891,125,19359,851,15,48,676,5,676,18,18
149.809875,-30.95093232,43,"Asia and the Pacific","train",1,8,211,126,4126,293,3521,655,18,63,333,0,333,30,30
149.809875,-30.95093232,136,"Asia and the Pacific","train",1,8,211,126,4126,293,3521,655,18,63,333,0,333,30,30
149.8101693,-36.73184564,2,"Asia and the Pacific","train",9,5,148,108,1906,90,12351,853,15,57,550,2,550,21,21
149.8103981,-36.05092969,6,"Asia and the Pacific","train",5,5,78,95,2266,526,16535,910,13,46,874,11,874,7,7
149.8104488,-37.29715115,3,"Asia and the Pacific","train",5,5,116,98,2044,121,19362,928,14,45,740,3,740,7,7
149.8104488,-37.29715115,18,"Asia and the Pacific","train",5,5,116,98,2044,121,19362,928,14,45,740,3,740,7,7
149.8107362,-36.87879408,2,"Asia and the Pacific","train",3,5,123,106,1928,142,19492,854,15,51,590,6,590,21,21
149.8107362,-36.87879408,5,"Asia and the Pacific","train",3,5,123,106,1928,142,19492,854,15,51,590,6,590,21,21
149.8109122,-30.77266426,4,"Asia and the Pacific","train",2,8,224,126,3340,340,3647,668,18,61,225,2,225,19,19
149.8109122,-30.77266426,24,"Asia and the Pacific","train",2,8,224,126,3340,340,3647,668,18,61,225,2,225,19,19
149.8109187,-37.08481822,4,"Asia and the Pacific","train",5,5,83,91,1898,104,19299,866,15,47,615,6,615,7,7
149.8109187,-37.08481822,6,"Asia and the Pacific","train",5,5,83,91,1898,104,19299,866,15,47,615,6,615,7,7
149.8114266,-30.95210698,4,"Asia and the Pacific","train",1,8,211,126,4126,293,3521,655,18,63,333,0,333,30,30
149.8114266,-30.95210698,7,"Asia and the Pacific","train",1,8,211,126,4126,293,3521,655,18,63,333,0,333,30,30
149.8114266,-30.95210698,12,"Asia and the Pacific","train",1,8,211,126,4126,293,3521,655,18,63,333,0,333,30,30
149.8116392,-36.78099673,19,"Asia and the Pacific","train",9,5,148,108,1906,90,12351,853,15,57,550,2,550,21,21
149.812431,-36.05347758,5,"Asia and the Pacific","train",5,5,78,95,2266,526,16535,910,13,46,874,11,874,7,7
149.8125904,-31.54100867,49,"Asia and the Pacific","train",5,8,281,118,2804,492,4734,693,16,66,344,2,344,19,19
149.8125904,-31.54100867,61,"Asia and the Pacific","train",5,8,281,118,2804,492,4734,693,16,66,344,2,344,19,19
149.8127003,-36.05324594,6,"Asia and the Pacific","train",5,5,78,95,2266,526,16535,910,13,46,874,11,874,7,7
149.8127808,-36.99821089,4,"Asia and the Pacific","train",10,5,73,92,1926,173,16080,870,15,47,604,7,604,18,7
149.8127808,-36.99821089,13,"Asia and the Pacific","train",10,5,73,92,1926,173,16080,870,15,47,604,7,604,18,7
149.8129671,-31.5342643,10,"Asia and the Pacific","train",5,8,281,118,2804,492,4734,693,16,66,344,2,344,19,19
149.8136011,-30.71827033,1,"Asia and the Pacific","train",2,8,224,126,3340,340,3647,668,18,61,225,2,225,19,19
149.8136011,-30.71827033,3,"Asia and the Pacific","train",2,8,224,126,3340,340,3647,668,18,61,225,2,225,19,19
149.8143563,-31.04791438,18,"Asia and the Pacific","train",1,8,440,124,3416,295,2630,659,18,67,174,1,174,30,30
149.8143563,-31.04791438,20,"Asia and the Pacific","train",1,8,440,124,3416,295,2630,659,18,67,174,1,174,30,30
149.8144097,-37.04722119,2,"Asia and the Pacific","train",10,5,73,92,1898,173,16080,870,15,47,604,7,604,7,7
149.8144097,-37.04722119,16,"Asia and the Pacific","train",10,5,73,92,1898,173,16080,870,15,47,604,7,604,7,7
149.8146519,-34.39229372,1,"Asia and the Pacific","train",10,5,180,116,2335,883,7515,852,12,52,521,2,521,21,19
149.8146519,-34.39229372,10,"Asia and the Pacific","train",10,5,180,116,2335,883,7515,852,12,52,521,2,521,21,19
149.8172847,-30.78919169,1,"Asia and the Pacific","train",2,8,276,125,3340,314,4196,663,18,62,235,1,235,19,30
149.8172847,-30.78919169,26,"Asia and the Pacific","train",2,8,276,125,3340,314,4196,663,18,62,235,1,235,19,30
149.8181053,-37.16608225,10,"Asia and the Pacific","train",5,5,94,94,2020,122,19330,892,15,46,686,4,686,7,7
149.8187156,-37.42017961,4,"Asia and the Pacific","train",5,5,136,99,1947,186,19198,975,14,46,788,3,788,7,7
149.8187156,-37.42017961,19,"Asia and the Pacific","train",5,5,136,99,1947,186,19198,975,14,46,788,3,788,7,7
149.8194911,-36.78126132,2,"Asia and the Pacific","train",9,5,148,108,1906,90,12351,853,15,57,550,2,550,21,21
149.8199032,-31.51213579,43,"Asia and the Pacific","train",5,8,281,118,2804,492,4734,693,16,66,344,2,344,19,19
149.8199544,-35.20630734,5,"Asia and the Pacific","train",1,5,119,113,2652,618,7755,714,13,54,390,2,390,7,7
149.8199544,-35.20630734,9,"Asia and the Pacific","train",1,5,119,113,2652,618,7755,714,13,54,390,2,390,7,7
149.8200095,-30.95682571,6,"Asia and the Pacific","train",1,8,211,126,4126,293,3521,655,18,63,333,0,333,30,30
149.8200095,-30.95682571,18,"Asia and the Pacific","train",1,8,211,126,4126,293,3521,655,18,63,333,0,333,30,30
149.8202626,-36.55730038,3,"Asia and the Pacific","train",9,5,124,110,2069,160,14974,877,15,53,574,5,574,1,1
149.8208437,-31.5143604,5,"Asia and the Pacific","train",5,8,281,118,2804,492,4734,693,16,66,344,2,344,19,19
149.8208437,-31.5143604,27,"Asia and the Pacific","train",5,8,281,118,2804,492,4734,693,16,66,344,2,344,19,19
149.8212699,-35.32345055,13,"Asia and the Pacific","train",12,5,126,118,2856,634,8637,727,13,56,305,2,305,19,19
149.8212699,-35.32345055,33,"Asia and the Pacific","train",12,5,126,118,2856,634,8637,727,13,56,305,2,305,19,19
149.8219267,-35.35813637,6,"Asia and the Pacific","train",12,5,126,118,2856,634,8637,727,13,56,305,2,305,19,19
149.8219267,-35.35813637,15,"Asia and the Pacific","train",12,5,126,118,2856,634,8637,727,13,56,305,2,305,19,19
149.823875,-34.46669247,4,"Asia and the Pacific","train",10,5,180,116,2392,883,7515,852,12,52,521,2,521,19,19
149.8239804,-31.53533797,4,"Asia and the Pacific","train",5,8,281,118,2804,492,4734,693,16,66,344,2,344,19,19
149.8239804,-31.53533797,6,"Asia and the Pacific","train",5,8,281,118,2804,492,4734,693,16,66,344,2,344,19,19
149.8246343,-31.51755006,7,"Asia and the Pacific","train",5,8,281,118,2804,492,4734,693,16,66,344,2,344,19,19
149.8246343,-31.51755006,22,"Asia and the Pacific","train",5,8,281,118,2804,492,4734,693,16,66,344,2,344,19,19
149.8250996,-30.76959614,1,"Asia and the Pacific","train",2,8,224,126,3340,340,3647,668,18,61,225,2,225,19,19
149.8250996,-30.76959614,11,"Asia and the Pacific","train",2,8,224,126,3340,340,3647,668,18,61,225,2,225,19,19
149.8253416,-31.54137663,5,"Asia and the Pacific","train",5,8,281,118,2804,492,4734,693,16,66,344,2,344,19,19
149.8253416,-31.54137663,53,"Asia and the Pacific","train",5,8,281,118,2804,492,4734,693,16,66,344,2,344,19,19
149.8260555,-37.02779504,6,"Asia and the Pacific","train",10,5,73,92,1926,173,16080,870,15,47,604,7,604,7,7
149.8264948,-37.03206496,1,"Asia and the Pacific","train",10,5,73,92,1926,173,16080,870,15,47,604,7,604,7,7
149.8264948,-37.03206496,10,"Asia and the Pacific","train",10,5,73,92,1926,173,16080,870,15,47,604,7,604,7,7
149.8277797,-36.5490115,16,"Asia and the Pacific","train",9,5,124,110,2069,160,14974,877,15,53,574,5,574,1,1
149.8284249,-31.52771009,2,"Asia and the Pacific","train",5,8,281,118,2804,492,4734,693,16,66,344,2,344,19,19
149.8284249,-31.52771009,25,"Asia and the Pacific","train",5,8,281,118,2804,492,4734,693,16,66,344,2,344,19,19
149.828714,-31.34801975,6,"Asia and the Pacific","train",5,8,251,118,2925,433,5658,711,17,65,323,3,323,30,30
149.8293386,-30.97297141,31,"Asia and the Pacific","train",1,8,440,124,4380,295,2630,659,18,67,174,1,174,30,30
149.8293386,-30.97297141,50,"Asia and the Pacific","train",1,8,440,124,4380,295,2630,659,18,67,174,1,174,30,30
149.8297538,-35.5434347,9,"Asia and the Pacific","train",12,5,126,114,2155,699,8723,783,12,59,402,2,402,27,27
149.8299665,-37.23856433,8,"Asia and the Pacific","train",5,5,94,94,2108,122,19330,892,15,46,686,4,686,7,7
149.8302978,-35.54322364,7,"Asia and the Pacific","train",12,5,126,114,2155,699,8723,783,12,59,402,2,402,27,27
149.8302978,-35.54322364,8,"Asia and the Pacific","train",12,5,126,114,2155,699,8723,783,12,59,402,2,402,27,27
149.8304143,-31.52735044,27,"Asia and the Pacific","train",5,8,281,118,2804,492,4734,693,16,66,344,2,344,19,19
149.8304143,-31.52735044,40,"Asia and the Pacific","train",5,8,281,118,2804,492,4734,693,16,66,344,2,344,19,19
149.8305122,-30.96132141,4,"Asia and the Pacific","train",1,8,211,126,4126,293,3521,655,18,63,333,0,333,30,30
149.8305122,-30.96132141,16,"Asia and the Pacific","train",1,8,211,126,4126,293,3521,655,18,63,333,0,333,30,30
149.8306198,-37.21083953,4,"Asia and the Pacific","train",5,5,94,94,2020,122,19330,892,15,46,686,4,686,7,7
149.8306198,-37.21083953,13,"Asia and the Pacific","train",5,5,94,94,2020,122,19330,892,15,46,686,4,686,7,7
149.8308684,-31.06009686,25,"Asia and the Pacific","train",3,8,340,125,3416,314,3417,671,18,68,243,1,243,30,19
149.8316312,-35.54382322,3,"Asia and the Pacific","train",12,5,126,114,2155,699,8723,783,12,59,402,2,402,27,27
149.8316312,-35.54382322,5,"Asia and the Pacific","train",12,5,126,114,2155,699,8723,783,12,59,402,2,402,27,27
149.8319137,-34.37436222,1,"Asia and the Pacific","train",5,5,160,119,2454,900,7424,891,12,53,586,2,586,21,21
149.8319137,-34.37436222,2,"Asia and the Pacific","train",5,5,160,119,2454,900,7424,891,12,53,586,2,586,21,21
149.8326824,-30.76070996,4,"Asia and the Pacific","train",2,8,224,126,3340,340,3647,668,18,61,225,2,225,19,19
149.8326824,-30.76070996,40,"Asia and the Pacific","train",2,8,224,126,3340,340,3647,668,18,61,225,2,225,19,19
149.8329148,-30.78110417,2,"Asia and the Pacific","train",2,8,224,126,3340,340,3647,668,18,61,225,2,225,19,19
149.8329148,-30.78110417,13,"Asia and the Pacific","train",2,8,224,126,3340,340,3647,668,18,61,225,2,225,19,19
149.8335875,-30.72245266,1,"Asia and the Pacific","train",2,8,224,126,3611,340,3647,668,18,61,225,2,225,19,19
149.8335875,-30.72245266,5,"Asia and the Pacific","train",2,8,224,126,3611,340,3647,668,18,61,225,2,225,19,19
149.8343817,-36.59211154,7,"Asia and the Pacific","train",9,5,124,110,2028,160,14974,877,15,53,574,5,574,1,1
149.8356109,-34.71138767,2,"Asia and the Pacific","train",10,5,109,105,2593,683,8234,710,13,50,782,3,782,19,19
149.8356109,-34.71138767,3,"Asia and the Pacific","train",10,5,109,105,2593,683,8234,710,13,50,782,3,782,19,19
149.8370504,-36.71055263,2,"Asia and the Pacific","train",1,5,127,122,2195,79,13660,861,15,57,444,3,444,21,18
149.8374812,-35.56867866,3,"Asia and the Pacific","train",12,5,114,101,2231,604,13050,817,13,51,699,6,699,27,27
149.8374812,-35.56867866,7,"Asia and the Pacific","train",12,5,114,101,2231,604,13050,817,13,51,699,6,699,27,27
149.8397135,-31.5347639,1,"Asia and the Pacific","train",5,8,281,118,2966,492,4734,693,16,66,344,2,344,19,19
149.8397135,-31.5347639,55,"Asia and the Pacific","train",5,8,281,118,2966,492,4734,693,16,66,344,2,344,19,19
149.8407343,-35.31398118,2,"Asia and the Pacific","train",12,5,126,118,2478,634,8637,727,13,56,305,2,305,19,19
149.8407343,-35.31398118,4,"Asia and the Pacific","train",12,5,126,118,2478,634,8637,727,13,56,305,2,305,19,19
149.8432207,-33.93826404,3,"Asia and the Pacific","train",5,5,191,119,2067,1185,9200,925,10,56,540,3,540,7,7
149.8434116,-36.5869398,1,"Asia and the Pacific","train",9,5,124,110,2028,160,14974,877,15,53,574,5,574,1,1
149.8437204,-33.93572835,5,"Asia and the Pacific","train",5,5,191,119,2067,1185,9200,925,10,56,540,3,540,7,7
149.8444164,-30.79534441,7,"Asia and the Pacific","train",2,8,276,125,3611,314,4196,663,18,62,235,1,235,19,30
149.8444164,-30.79534441,8,"Asia and the Pacific","train",2,8,276,125,3611,314,4196,663,18,62,235,1,235,19,30
149.8446613,-34.66265438,1,"Asia and the Pacific","train",10,5,109,105,2593,683,8234,710,13,50,782,3,782,19,19
149.8465299,-36.67018808,3,"Asia and the Pacific","train",1,5,127,122,2195,79,13660,861,15,57,444,3,444,18,18
149.8479535,-31.08256279,109,"Asia and the Pacific","train",3,8,340,125,4619,314,3417,671,18,68,243,1,243,30,19
149.8482007,-37.23283733,21,"Asia and the Pacific","train",5,5,94,94,2012,122,19330,892,15,46,686,4,686,7,7
149.8492311,-31.51882573,1,"Asia and the Pacific","train",5,8,281,118,2966,492,4734,693,16,66,344,2,344,19,19
149.8492588,-34.70193792,2,"Asia and the Pacific","train",10,5,109,105,2593,683,8234,710,13,50,782,3,782,19,19
149.8492588,-34.70193792,5,"Asia and the Pacific","train",10,5,109,105,2593,683,8234,710,13,50,782,3,782,19,19
149.8494825,-36.66835111,4,"Asia and the Pacific","train",1,5,127,122,2195,79,13660,861,15,57,444,3,444,18,18
149.8495881,-34.93130449,2,"Asia and the Pacific","train",5,5,130,112,2410,670,7719,720,13,54,501,2,501,7,7
149.8495881,-34.93130449,6,"Asia and the Pacific","train",5,5,130,112,2410,670,7719,720,13,54,501,2,501,7,7
149.849597,-31.0909311,51,"Asia and the Pacific","train",3,8,340,125,4619,314,3417,671,18,68,243,1,243,30,19
149.8498356,-35.22859123,3,"Asia and the Pacific","train",1,5,119,113,3026,618,7755,714,13,54,390,2,390,7,7
149.8498356,-35.22859123,6,"Asia and the Pacific","train",1,5,119,113,3026,618,7755,714,13,54,390,2,390,7,7
149.8502403,-35.00414637,2,"Asia and the Pacific","train",5,5,130,112,2615,670,7719,720,13,54,501,2,501,19,7
149.8502403,-35.00414637,11,"Asia and the Pacific","train",5,5,130,112,2615,670,7719,720,13,54,501,2,501,19,7
149.8510727,-34.92929563,5,"Asia and the Pacific","train",5,5,130,112,2410,670,7719,720,13,54,501,2,501,7,7
149.8517347,-31.50665051,1,"Asia and the Pacific","train",5,8,281,118,2966,492,4734,693,16,66,344,2,344,19,19
149.8521448,-35.60389739,1,"Asia and the Pacific","train",12,5,114,101,2231,604,13050,817,13,51,699,6,699,20,27
149.8523088,-35.61814291,1,"Asia and the Pacific","train",12,5,114,101,2231,604,13050,817,13,51,699,6,699,20,27
149.8544046,-35.07660745,2,"Asia and the Pacific","train",1,5,129,114,2804,644,7731,715,13,56,285,1,285,19,19
149.8553111,-35.60386741,2,"Asia and the Pacific","train",12,5,114,101,2231,604,13050,817,13,51,699,6,699,20,27
149.85593,-35.5548314,9,"Asia and the Pacific","train",12,5,114,101,2231,604,13050,817,13,51,699,6,699,27,27
149.8560082,-37.09613054,17,"Asia and the Pacific","train",5,5,83,91,1892,104,19299,866,15,47,615,6,615,7,7
149.8562122,-31.51267338,16,"Asia and the Pacific","train",5,8,281,118,2966,492,4734,693,16,66,344,2,344,19,19
149.8565795,-37.15231946,5,"Asia and the Pacific","train",5,5,83,91,1857,104,19299,866,15,47,615,6,615,7,7
149.8574139,-37.15026281,9,"Asia and the Pacific","train",5,5,83,91,1857,104,19299,866,15,47,615,6,615,7,7
149.8579501,-34.69093556,12,"Asia and the Pacific","train",10,5,109,105,2593,683,8234,710,13,50,782,3,782,19,19
149.8583283,-30.79666142,3,"Asia and the Pacific","train",2,8,276,125,3611,314,4196,663,18,62,235,1,235,19,30
149.8583283,-30.79666142,23,"Asia and the Pacific","train",2,8,276,125,3611,314,4196,663,18,62,235,1,235,19,30
149.858549,-31.16928664,19,"Asia and the Pacific","train",2,8,397,120,4452,359,3729,696,18,67,249,3,249,19,19
149.858549,-31.16928664,40,"Asia and the Pacific","train",2,8,397,120,4452,359,3729,696,18,67,249,3,249,19,19
149.8589541,-34.82643512,2,"Asia and the Pacific","train",10,5,106,107,2695,697,7889,718,13,51,849,2,849,19,19
149.8590134,-31.61378511,4,"Asia and the Pacific","train",5,8,346,118,2968,621,5082,740,16,67,388,3,388,19,19
149.8590134,-31.61378511,36,"Asia and the Pacific","train",5,8,346,118,2968,621,5082,740,16,67,388,3,388,19,19
149.8600497,-30.81949336,1,"Asia and the Pacific","train",2,8,276,125,4156,314,4196,663,18,62,235,1,235,30,30
149.8600497,-30.81949336,13,"Asia and the Pacific","train",2,8,276,125,4156,314,4196,663,18,62,235,1,235,30,30
149.8614661,-31.54963522,12,"Asia and the Pacific","train",5,8,281,118,2968,492,4734,693,16,66,344,2,344,19,19
149.8614661,-31.54963522,13,"Asia and the Pacific","train",5,8,281,118,2968,492,4734,693,16,66,344,2,344,19,19
149.8616301,-35.04804452,1,"Asia and the Pacific","train",1,5,129,114,2804,644,7731,715,13,56,285,1,285,19,19
149.8619314,-30.84591984,5,"Asia and the Pacific","train",2,8,276,125,4156,314,4196,663,18,62,235,1,235,30,30
149.8619314,-30.84591984,13,"Asia and the Pacific","train",2,8,276,125,4156,314,4196,663,18,62,235,1,235,30,30
149.8629298,-31.51205422,1,"Asia and the Pacific","train",5,8,281,118,2966,492,4734,693,16,66,344,2,344,19,19
149.8651365,-36.95364023,1,"Asia and the Pacific","train",10,5,80,102,2035,125,19359,851,15,48,676,5,676,18,18
149.8653764,-37.25843748,3,"Asia and the Pacific","train",5,5,116,98,2012,121,19362,928,14,45,740,3,740,7,7
149.8656584,-31.51558199,1,"Asia and the Pacific","train",5,8,281,118,2966,492,4734,693,16,66,344,2,344,19,19
149.8656584,-31.51558199,2,"Asia and the Pacific","train",5,8,281,118,2966,492,4734,693,16,66,344,2,344,19,19
149.866094,-34.9244171,6,"Asia and the Pacific","train",5,5,130,112,2410,670,7719,720,13,54,501,2,501,7,7
149.8669331,-34.63908363,1,"Asia and the Pacific","train",5,5,142,113,2593,760,7500,754,13,53,404,3,404,19,19
149.8669331,-34.63908363,4,"Asia and the Pacific","train",5,5,142,113,2593,760,7500,754,13,53,404,3,404,19,19
149.8673116,-37.23901692,4,"Asia and the Pacific","train",5,5,94,94,2012,122,19330,892,15,46,686,4,686,7,7
149.8673116,-37.23901692,9,"Asia and the Pacific","train",5,5,94,94,2012,122,19330,892,15,46,686,4,686,7,7
149.8678027,-35.22411057,2,"Asia and the Pacific","train",1,5,119,113,3026,618,7755,714,13,54,390,2,390,7,7
149.8678027,-35.22411057,5,"Asia and the Pacific","train",1,5,119,113,3026,618,7755,714,13,54,390,2,390,7,7
149.8679775,-31.65006763,2,"Asia and the Pacific","train",5,8,346,118,2679,621,5082,740,16,67,388,3,388,19,19
149.8679775,-31.65006763,10,"Asia and the Pacific","train",5,8,346,118,2679,621,5082,740,16,67,388,3,388,19,19
149.8685739,-30.9449436,8,"Asia and the Pacific","train",1,8,211,126,4930,293,3521,655,18,63,333,0,333,30,30
149.8685739,-30.9449436,11,"Asia and the Pacific","train",1,8,211,126,4930,293,3521,655,18,63,333,0,333,30,30
149.86962,-34.63603677,2,"Asia and the Pacific","train",5,5,142,113,2593,760,7500,754,13,53,404,3,404,19,19
149.86962,-34.63603677,3,"Asia and the Pacific","train",5,5,142,113,2593,760,7500,754,13,53,404,3,404,19,19
149.8697181,-35.58300258,1,"Asia and the Pacific","train",12,5,114,101,2231,604,13050,817,13,51,699,6,699,27,27
149.8697181,-35.58300258,4,"Asia and the Pacific","train",12,5,114,101,2231,604,13050,817,13,51,699,6,699,27,27
149.8701033,-36.93639863,5,"Asia and the Pacific","train",10,5,80,102,2035,125,19359,851,15,48,676,5,676,18,18
149.8713667,-31.54696941,6,"Asia and the Pacific","train",5,8,281,118,2968,492,4734,693,16,66,344,2,344,19,19
149.8713667,-31.54696941,19,"Asia and the Pacific","train",5,8,281,118,2968,492,4734,693,16,66,344,2,344,19,19
149.8719116,-31.38400412,8,"Asia and the Pacific","train",5,8,251,118,3401,433,5658,711,17,65,323,3,323,30,30
149.8719116,-31.38400412,18,"Asia and the Pacific","train",5,8,251,118,3401,433,5658,711,17,65,323,3,323,30,30
149.8721315,-37.24959609,2,"Asia and the Pacific","train",5,5,94,94,2012,122,19330,892,15,46,686,4,686,7,7
